Id,Street,LandSlope,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PavedDrive,OpenPorchSF,SaleCondition,SalePrice
465,Pave,Mod,CollgCr,1Story,5,5,1978,TA,1040,0,1040,5,0,0,0,Y,0,Normal,124000
466,Pave,Gtl,Blmngtn,1Story,7,5,2004,Ex,1414,0,1414,6,1,2,398,Y,20,Normal,178740
467,Pave,Gtl,NAmes,1Story,7,5,1970,TA,1277,0,1277,5,1,2,526,Y,0,Normal,167000
468,Pave,Gtl,NAmes,2Story,5,7,1942,Ex,888,756,1644,7,2,1,312,Y,0,Normal,146500
469,Pave,Gtl,NridgHt,1Story,8,5,2006,Ex,1634,0,1634,7,1,3,866,Y,44,Normal,250000
470,Pave,Gtl,SawyerW,2Story,6,5,1993,Ex,832,878,1710,7,0,2,506,Y,70,Normal,187000
471,Pave,Gtl,StoneBr,1Story,8,5,1985,TA,1502,0,1502,4,0,2,528,Y,54,Normal,212000
472,Pave,Gtl,NWAmes,2Story,7,6,1977,TA,1161,808,1969,8,1,2,534,Y,0,Normal,190000
473,Pave,Gtl,Edwards,SLvl,6,5,2005,Ex,1072,0,1072,5,0,2,525,Y,28,Normal,148000
474,Pave,Gtl,NridgHt,1Story,8,5,2006,Ex,1976,0,1976,7,1,3,908,Y,63,Partial,440000
475,Pave,Gtl,StoneBr,1Story,8,5,2000,Ex,1652,0,1652,6,0,2,499,Y,48,Normal,251000
476,Pave,Gtl,Sawyer,1Story,5,6,1963,TA,970,0,970,5,0,2,624,Y,24,Normal,132500
477,Pave,Mod,CollgCr,1Story,6,5,1997,Ex,1493,0,1493,7,1,2,508,Y,39,Normal,208900
478,Pave,Gtl,NridgHt,2Story,9,5,2006,Ex,2069,574,2643,9,1,3,694,Y,84,Normal,380000
479,Pave,Gtl,CollgCr,1Story,8,5,2007,Ex,1718,0,1718,7,1,3,826,Y,44,Normal,297000
480,Pave,Gtl,OldTown,1Story,4,7,1937,TA,1131,0,1131,7,0,2,672,Y,72,Alloca,89471
481,Pave,Gtl,NridgHt,1Story,9,5,2004,Ex,1850,0,1850,8,1,3,772,Y,112,Normal,326000
482,Pave,Gtl,NridgHt,1Story,9,5,2003,Ex,1792,0,1792,6,1,3,874,Y,49,Normal,374000
483,Pave,Gtl,OldTown,2Story,7,8,1915,Ex,916,910,1826,7,1,1,164,Y,0,Normal,155000
484,Pave,Gtl,Mitchel,1Story,6,5,1998,Ex,1216,0,1216,5,0,2,402,Y,125,Normal,164000
485,Pave,Gtl,Sawyer,1Story,5,7,1962,Gd,999,0,999,6,0,1,264,Y,132,Normal,132500
486,Pave,Gtl,NAmes,1Story,5,7,1950,Gd,1113,0,1113,5,1,1,264,Y,80,Normal,147000
487,Pave,Gtl,NAmes,1Story,5,7,1965,TA,1073,0,1073,6,0,2,515,Y,0,Normal,156000
488,Pave,Gtl,NWAmes,1Story,5,6,1971,Gd,1484,0,1484,7,1,2,487,Y,0,Normal,175000
489,Pave,Gtl,OldTown,1.5Fin,5,4,1900,TA,1766,648,2414,10,1,2,520,N,0,Normal,160000
490,Pave,Gtl,MeadowV,SFoyer,4,8,1970,TA,630,0,630,3,0,1,286,Y,0,Normal,86000
491,Pave,Gtl,MeadowV,2Story,5,6,1976,TA,616,688,1304,4,1,1,336,Y,24,Normal,115000
492,Pave,Gtl,NAmes,1.5Fin,6,7,1941,TA,958,620,1578,5,2,1,240,Y,0,Normal,133000
493,Pave,Gtl,Gilbert,2Story,6,5,2006,Gd,728,728,1456,8,0,2,429,Y,0,Partial,172785
494,Pave,Gtl,NAmes,1Story,5,6,1960,TA,1269,0,1269,6,1,1,308,Y,0,Normal,155000
495,Pave,Gtl,OldTown,1Story,5,8,1938,Gd,886,0,886,4,0,1,273,Y,20,Normal,91300
496,Pave,Gtl,IDOTRR,1Story,4,5,1920,TA,720,0,720,4,0,0,0,N,523,Abnorml,34900
497,Pave,Gtl,NoRidge,1Story,8,5,1992,Ex,3228,0,3228,10,1,2,546,Y,75,Normal,430000
498,Pave,Gtl,BrkSide,1.5Fin,7,6,1925,Ex,1133,687,1820,8,0,1,240,N,100,Normal,184000
499,Pave,Gtl,Sawyer,1Story,5,7,1967,Ex,899,0,899,5,0,1,288,Y,0,Normal,130000
500,Pave,Gtl,NAmes,1Story,5,7,1958,Fa,912,0,912,5,0,1,297,Y,285,Normal,120000
501,Pave,Gtl,BrDale,2Story,6,5,1973,TA,672,546,1218,7,0,1,264,Y,28,Normal,113000
502,Pave,Gtl,Somerst,2Story,7,5,2005,Gd,866,902,1768,7,0,2,603,Y,108,Normal,226700
503,Pave,Gtl,Edwards,1Story,5,7,1965,Ex,1214,0,1214,6,0,2,461,Y,0,Normal,140000
504,Pave,Gtl,Crawfor,1Story,7,8,1959,TA,1801,0,1801,6,2,2,484,Y,54,Normal,289000
505,Pave,Gtl,NPkVill,2Story,6,5,1974,TA,855,467,1322,6,1,2,440,Y,0,Normal,147000
506,Pave,Gtl,OldTown,2Story,5,5,1952,Gd,960,1000,1960,10,0,2,400,N,0,Normal,124500
507,Pave,Gtl,SawyerW,2Story,8,5,1993,Ex,1065,846,1911,8,1,2,471,Y,81,Normal,215000
508,Pave,Gtl,Somerst,1Story,6,5,2009,Ex,1218,0,1218,4,0,2,676,Y,102,Partial,208300
509,Pave,Gtl,OldTown,2Story,7,9,1928,Ex,689,689,1378,7,1,2,360,N,0,Normal,161000
510,Pave,Gtl,NAmes,1Story,5,6,1959,Ex,1041,0,1041,6,0,1,270,Y,88,Normal,124500
511,Pave,Gtl,NAmes,1Story,5,7,1951,Ex,1363,0,1363,6,2,1,288,Y,42,Normal,164900
512,Pave,Gtl,NridgHt,1Story,7,5,2005,Ex,1368,0,1368,6,1,2,474,Y,35,Partial,202665
513,Pave,Gtl,NAmes,1Story,5,5,1958,TA,864,0,864,5,0,2,624,Y,0,Normal,129900
514,Pave,Gtl,Mitchel,1Story,6,5,1983,TA,1080,0,1080,5,0,2,484,Y,0,Normal,134000
515,Pave,Gtl,Crawfor,1.5Unf,5,5,1926,Fa,789,0,789,5,0,1,200,Y,0,Normal,96500
516,Pave,Gtl,NridgHt,1Story,10,5,2009,Ex,2020,0,2020,9,1,3,900,Y,54,Partial,402861
517,Pave,Gtl,NWAmes,SLvl,6,6,1972,TA,1378,741,2119,7,1,2,583,Y,104,Abnorml,158000
518,Pave,Gtl,NoRidge,2Story,7,5,1996,Ex,1277,1067,2344,7,1,3,889,Y,0,Normal,265000
519,Pave,Gtl,CollgCr,2Story,6,5,1998,Ex,882,914,1796,7,0,2,546,Y,36,Normal,211000
520,Pave,Gtl,Crawfor,2Story,7,9,1926,Ex,1276,804,2080,9,2,1,282,Y,0,Normal,234000
521,Pave,Gtl,OldTown,2Story,4,7,1900,TA,694,600,1294,7,0,0,0,N,114,Normal,106250
522,Pave,Gtl,NAmes,1Story,6,6,1957,Ex,1244,0,1244,6,2,1,336,Y,40,Normal,150000
523,Pave,Gtl,BrkSide,1.5Fin,6,7,1947,Ex,1004,660,1664,7,2,2,420,Y,24,Normal,159000
524,Pave,Gtl,Edwards,2Story,10,5,2007,Ex,3138,1538,4676,11,1,3,884,Y,406,Partial,184750
525,Pave,Gtl,NoRidge,2Story,7,5,1996,Ex,1383,1015,2398,8,1,3,834,Y,60,Normal,315750
526,Pave,Gtl,Somerst,1Story,7,5,2005,Ex,1266,0,1266,6,1,2,453,Y,144,Normal,176000
527,Pave,Gtl,NAmes,1Story,5,7,1956,TA,928,0,928,4,0,1,252,Y,0,Normal,132000
528,Pave,Gtl,NridgHt,2Story,9,5,2008,Ex,1476,1237,2713,11,1,3,858,Y,66,Partial,446261
529,Pave,Gtl,Edwards,1Story,4,7,1920,Ex,605,0,605,5,0,0,0,N,0,Normal,86000
530,Pave,Gtl,Crawfor,1Story,6,3,1957,TA,2515,0,2515,9,2,2,484,Y,0,Alloca,200624
531,Pave,Gtl,Timber,SLvl,6,5,1988,Ex,1509,0,1509,5,1,2,600,Y,0,Abnorml,175000
532,Pave,Gtl,BrkSide,2Story,6,8,1920,Ex,751,611,1362,6,0,2,502,Y,0,Normal,128000
533,Pave,Gtl,NAmes,1Story,5,7,1955,Ex,827,0,827,5,1,1,392,Y,0,Normal,107500
534,Pave,Mod,BrkSide,1Story,1,3,1946,Fa,334,0,334,2,0,0,0,N,0,Normal,39300
535,Pave,Gtl,Gilbert,2Story,8,5,2004,Ex,707,707,1414,6,1,2,403,Y,35,Normal,178000
536,Pave,Gtl,Edwards,2Story,5,7,1910,TA,820,527,1347,5,0,0,0,N,0,Normal,107500
537,Pave,Gtl,CollgCr,2Story,7,5,1998,Ex,880,844,1724,8,0,2,527,Y,155,Normal,188000
538,Pave,Gtl,NAmes,1Story,4,5,1972,TA,864,0,864,5,0,2,576,Y,0,Normal,111250
539,Pave,Gtl,Sawyer,1Story,5,5,1968,TA,1159,0,1159,7,1,1,336,Y,0,Normal,158000
540,Pave,Gtl,CollgCr,1Story,8,5,2001,Ex,1601,0,1601,6,1,2,670,Y,0,Normal,272000
541,Pave,Gtl,Timber,1Story,9,5,2006,Ex,1838,0,1838,8,1,3,765,Y,68,Normal,315000
542,Pave,Gtl,NoRidge,2Story,8,5,2000,Ex,997,1288,2285,8,1,3,648,Y,56,Normal,248000
543,Pave,Gtl,NWAmes,1Story,7,5,1998,Ex,1680,0,1680,7,1,2,583,Y,73,Normal,213250
544,Pave,Gtl,NAmes,SFoyer,7,5,1998,Ex,767,0,767,4,0,1,367,Y,40,Normal,133000
545,Pave,Gtl,Gilbert,2Story,7,5,2006,Ex,664,832,1496,7,1,2,426,Y,24,Partial,179665
546,Pave,Gtl,NWAmes,1.5Fin,7,5,1988,Gd,1377,806,2183,9,0,3,786,Y,0,Normal,229000
547,Pave,Gtl,BrkSide,1.5Fin,6,7,1923,Ex,915,720,1635,6,1,2,440,Y,38,Normal,210000
548,Pave,Gtl,Mitchel,SFoyer,5,7,1970,Ex,768,0,768,5,0,2,624,Y,0,Normal,129500
549,Pave,Gtl,OldTown,1Story,5,7,1955,TA,825,0,825,4,0,2,720,Y,50,Normal,125000
550,Pave,Gtl,Somerst,2Story,7,5,2003,Ex,912,1182,2094,8,1,2,615,Y,182,Normal,263000
551,Pave,Gtl,NPkVill,1Story,6,6,1977,TA,1069,0,1069,4,0,2,440,Y,55,Abnorml,140000
552,Pave,Gtl,OldTown,1Story,5,6,1957,Gd,928,0,928,5,0,1,288,Y,0,Normal,112500
553,Pave,Gtl,NridgHt,1Story,8,5,2006,Ex,1717,0,1717,7,1,3,908,Y,39,Normal,255500
554,Pave,Gtl,Edwards,1Story,4,5,1949,Ex,1126,0,1126,5,0,2,520,N,96,Normal,108000
555,Pave,Gtl,NridgHt,2Story,7,5,2003,Ex,1006,1040,2046,8,1,3,871,Y,62,Normal,284000
556,Pave,Gtl,BrkSide,1.5Unf,5,6,1922,TA,1048,0,1048,5,1,1,280,Y,0,Normal,113000
557,Pave,Gtl,NAmes,1Story,5,5,1957,TA,1092,0,1092,6,1,1,299,Y,0,Normal,141000
558,Pave,Mod,IDOTRR,1.5Fin,4,6,1920,Gd,897,439,1336,7,0,1,570,Y,47,Normal,108000
559,Pave,Gtl,Gilbert,2Story,7,5,1996,Ex,729,717,1446,6,1,2,406,Y,22,Normal,175000
560,Pave,Gtl,Blmngtn,1Story,7,5,2003,Ex,1557,0,1557,7,1,2,420,Y,20,Normal,234000
561,Pave,Gtl,Sawyer,1Story,5,6,1957,TA,1392,0,1392,5,1,2,528,Y,0,Normal,121500
562,Pave,Mod,Mitchel,1Story,5,5,1974,Gd,1389,0,1389,6,1,2,418,Y,38,Normal,170000
563,Pave,Gtl,Edwards,1Story,5,6,1940,Ex,996,0,996,6,1,0,0,Y,0,Normal,108000
564,Pave,Gtl,Edwards,1.5Fin,6,7,1918,Ex,1163,511,1674,8,1,2,396,N,36,Normal,185000
565,Pave,Gtl,NoRidge,2Story,7,5,1992,Ex,1166,1129,2295,9,1,2,590,Y,40,Normal,268000
566,Pave,Gtl,SWISU,2Story,6,4,1915,TA,841,806,1647,6,0,1,216,Y,66,Normal,128000
567,Pave,Gtl,StoneBr,2Story,9,5,2005,Ex,1134,1370,2504,11,1,3,656,Y,39,Normal,325000
568,Pave,Gtl,NridgHt,1Story,7,5,2004,Ex,1535,0,1535,7,0,2,532,Y,0,Normal,214000
569,Pave,Mod,SawyerW,1.5Fin,8,8,1983,Ex,1496,636,2132,5,1,2,612,Y,40,Normal,316600
570,Pave,Gtl,NAmes,SFoyer,5,5,1979,TA,943,0,943,4,2,2,600,Y,0,Normal,135960
571,Pave,Gtl,NAmes,1Story,5,5,1965,TA,1728,0,1728,10,0,2,576,Y,0,Normal,142600
572,Pave,Gtl,NAmes,1Story,6,6,1959,Ex,864,0,864,4,0,1,288,Y,0,Abnorml,120000
573,Pave,Gtl,Timber,2Story,7,5,2009,Gd,846,846,1692,6,0,2,650,Y,114,Partial,224500
574,Pave,Gtl,Gilbert,SLvl,7,5,2000,Ex,774,656,1430,8,1,2,400,Y,0,Normal,170000
575,Pave,Gtl,NAmes,SLvl,5,7,1971,TA,576,533,1109,5,0,1,288,Y,0,Normal,139000
576,Pave,Gtl,NAmes,1.5Fin,5,5,1947,TA,832,384,1216,6,0,1,336,Y,0,Abnorml,118500
577,Pave,Gtl,SWISU,1.5Fin,7,7,1928,Gd,877,600,1477,6,1,1,216,Y,50,Normal,145000
578,Pave,Gtl,Sawyer,SLvl,5,6,1966,Ex,1320,0,1320,6,2,2,564,Y,68,Abnorml,164500
579,Pave,Gtl,Somerst,2Story,7,5,2007,Ex,703,689,1392,5,0,2,540,Y,102,Abnorml,146000
580,Pave,Gtl,OldTown,1.5Fin,5,5,1954,Ex,1050,745,1795,7,0,1,352,Y,0,Normal,131500
581,Pave,Gtl,NAmes,1Story,6,6,1960,Ex,1429,0,1429,7,2,2,572,Y,110,Normal,181900
582,Pave,Gtl,NridgHt,1Story,8,5,2008,Ex,2042,0,2042,8,1,3,1390,Y,90,Partial,253293
583,Grvl,Gtl,Edwards,SFoyer,6,5,1990,TA,816,0,816,5,0,0,0,Y,32,Normal,118500
584,Pave,Gtl,OldTown,2.5Unf,10,9,1893,Gd,1521,1254,2775,9,1,2,880,Y,502,Normal,325000
585,Pave,Gtl,BrkSide,1.5Fin,4,7,1935,Ex,989,584,1573,6,0,1,240,Y,0,Normal,133000
586,Pave,Gtl,Timber,1Story,8,5,2005,Ex,2028,0,2028,7,2,3,880,Y,66,Partial,369900
587,Pave,Gtl,BrkSide,1Story,6,7,1918,Ex,838,0,838,5,0,1,275,N,0,Normal,130000
588,Pave,Gtl,Sawyer,SFoyer,5,6,1982,TA,860,0,860,4,0,2,528,Y,0,Normal,137000
589,Pave,Sev,ClearCr,1Story,5,8,1968,Ex,1473,0,1473,5,2,1,452,Y,48,Partial,143000
590,Pave,Gtl,BrkSide,1Story,5,6,1930,TA,779,0,935,4,0,1,308,P,0,Normal,79500
591,Pave,Gtl,CollgCr,2Story,7,5,2004,Ex,770,812,1582,6,0,2,520,Y,45,Normal,185900
592,Pave,Gtl,NridgHt,2Story,10,5,2008,Ex,1728,568,2296,10,1,3,842,Y,274,Normal,451950
593,Pave,Gtl,Mitchel,1Story,5,8,1982,Ex,816,0,816,4,0,2,816,Y,0,Normal,138000
594,Pave,Gtl,CollgCr,1Story,6,5,2003,Ex,848,0,848,4,0,2,420,Y,0,Normal,140000
595,Pave,Gtl,CollgCr,1Story,5,6,1975,TA,924,0,924,5,0,1,280,Y,0,Normal,110000
596,Pave,Gtl,StoneBr,1Story,8,5,2005,Ex,1826,0,1826,7,1,3,758,Y,75,Partial,319000
597,Pave,Gtl,OldTown,2Story,6,7,1910,Ex,684,684,1368,7,0,1,216,N,158,Normal,114504
598,Pave,Gtl,Blmngtn,1Story,7,5,2006,Ex,1402,0,1402,7,1,3,648,Y,16,Partial,194201
599,Pave,Gtl,Crawfor,1Story,5,6,1977,Ex,1647,0,1647,7,1,2,621,Y,0,Normal,217500
600,Pave,Gtl,Blueste,2Story,6,6,1980,TA,716,840,1556,6,1,2,452,Y,0,Normal,151000
601,Pave,Gtl,NridgHt,2Story,8,5,2005,Ex,1058,846,1904,8,1,2,736,Y,60,Normal,275000
602,Pave,Gtl,IDOTRR,1.5Fin,6,6,1937,TA,780,595,1375,6,1,1,544,P,162,Normal,141000
603,Pave,Gtl,SawyerW,2Story,8,5,1992,Ex,927,988,1915,8,1,2,506,Y,150,Abnorml,220000
604,Pave,Gtl,Somerst,2Story,7,5,2004,Ex,600,600,1200,4,0,2,480,Y,172,Normal,151000
605,Pave,Gtl,CollgCr,1Story,7,5,2002,Ex,1494,0,1494,6,1,2,530,Y,36,Normal,221000
606,Pave,Gtl,NAmes,2Story,7,6,1965,TA,1186,800,1986,7,3,2,486,Y,42,Normal,205000
607,Pave,Mod,CollgCr,1Story,5,5,1996,Gd,1040,0,1040,6,0,2,576,Y,0,Normal,152000
608,Pave,Mod,Edwards,2Story,5,8,1948,Ex,1112,896,2008,8,0,1,230,Y,0,Normal,225000
609,Pave,Mod,Crawfor,2Story,8,6,1934,TA,1940,1254,3194,10,2,2,380,Y,0,Alloca,359100
610,Pave,Gtl,Sawyer,1Story,4,5,1961,Gd,1029,0,1029,5,0,1,261,Y,0,Normal,118500
611,Pave,Gtl,CollgCr,2Story,9,5,2000,Ex,1476,677,2153,8,2,3,736,Y,142,Normal,313000
612,Pave,Gtl,NWAmes,SLvl,6,6,1978,TA,1032,0,1032,6,1,2,564,Y,0,Normal,148000
613,Pave,Gtl,CollgCr,2Story,8,5,2001,Ex,1299,573,1872,7,1,2,531,Y,122,Normal,261500
614,Pave,Gtl,Mitchel,1Story,5,5,2007,Ex,1120,0,1120,6,0,0,0,Y,30,Partial,147000
615,Pave,Gtl,MeadowV,SFoyer,4,6,1972,Ex,630,0,630,3,0,0,0,Y,24,Normal,75500
616,Pave,Gtl,NAmes,SFoyer,6,7,1963,Ex,1054,0,1054,6,0,2,480,Y,0,Abnorml,137500
617,Pave,Gtl,Gilbert,2Story,6,5,2002,Ex,807,702,1509,7,1,2,393,Y,75,Normal,183200
618,Pave,Mod,NAmes,1.5Unf,6,6,1954,Gd,832,0,832,4,0,2,528,Y,0,Normal,105500
619,Pave,Gtl,NridgHt,1Story,9,5,2007,Ex,1828,0,1828,9,1,3,774,Y,108,Partial,314813
620,Pave,Gtl,Timber,2Story,8,5,2003,Ex,1482,780,2262,10,2,3,749,Y,0,Normal,305000
621,Pave,Gtl,Edwards,1Story,3,3,1914,TA,864,0,864,5,0,0,0,N,0,Normal,67000
622,Pave,Gtl,NWAmes,2Story,6,7,1974,TA,1548,1066,2614,9,1,2,624,Y,243,Normal,240000
623,Pave,Gtl,Sawyer,1Story,5,6,1977,TA,980,0,980,6,0,2,484,Y,0,Normal,135000
624,Pave,Gtl,Somerst,2Story,6,5,2000,Ex,756,756,1512,4,1,2,440,Y,32,Normal,168500
625,Pave,Gtl,NWAmes,2Story,6,5,1972,Gd,1012,778,1790,8,1,2,484,Y,0,Normal,165150
626,Pave,Gtl,NAmes,1Story,6,6,1962,TA,1116,0,1116,5,0,2,440,Y,0,Normal,160000
627,Pave,Gtl,NAmes,1Story,5,5,1960,TA,1422,0,1422,6,1,1,286,Y,0,Normal,139900
628,Pave,Gtl,NAmes,SLvl,6,6,1955,Ex,1520,0,1520,7,2,1,364,Y,0,Normal,153000
629,Pave,Sev,NAmes,2Story,5,5,1969,TA,1040,1040,2080,9,2,2,504,Y,0,Family,135000
630,Pave,Gtl,NAmes,SLvl,6,5,1964,TA,1350,0,1350,6,0,2,520,Y,0,Normal,168500
631,Pave,Gtl,OldTown,2Story,5,6,1880,TA,1089,661,1750,8,0,1,240,N,0,Abnorml,124000
632,Pave,Gtl,NridgHt,1Story,8,5,2006,Ex,1554,0,1554,6,1,2,627,Y,73,Normal,209500
633,Pave,Gtl,NWAmes,1Story,7,5,1977,TA,1411,0,1411,6,1,2,544,Y,0,Family,82500
634,Pave,Gtl,NAmes,1Story,5,7,1954,TA,1056,0,1056,6,0,1,260,Y,0,Normal,139400
635,Pave,Gtl,OldTown,SFoyer,6,5,1980,Gd,1056,0,1056,4,0,2,576,Y,56,Normal,144000
636,Pave,Gtl,SWISU,2.5Fin,6,7,1914,Ex,1440,1440,3395,14,0,0,0,N,110,Abnorml,200000
637,Pave,Gtl,BrkSide,1Story,2,3,1936,Fa,800,0,800,4,1,0,0,N,0,Normal,60000
638,Pave,Gtl,OldTown,1.5Fin,5,4,1954,TA,811,576,1387,7,0,1,256,Y,0,Normal,93000
639,Pave,Gtl,Edwards,1Story,5,7,1910,Gd,796,0,796,4,0,0,0,P,0,Normal,85000
640,Pave,Gtl,Blmngtn,1Story,8,5,2006,Ex,1567,0,1567,7,1,3,648,Y,0,Partial,264561
641,Pave,Gtl,NridgHt,1Story,8,5,2003,Ex,1518,0,1518,6,1,2,588,Y,140,Normal,274000
642,Pave,Gtl,Somerst,2Story,7,5,2001,Ex,1057,872,1929,7,1,2,650,Y,235,Normal,226000
643,Pave,Gtl,NAmes,SLvl,8,7,1972,Gd,2000,704,2704,9,3,2,538,Y,111,Normal,345000
644,Pave,Gtl,NWAmes,2Story,5,5,1969,Ex,780,840,1620,7,0,2,462,Y,0,Normal,152000
645,Pave,Gtl,Somerst,1Story,9,5,2009,Ex,1766,0,1766,7,1,3,478,Y,130,Partial,370878
646,Pave,Gtl,NAmes,1Story,6,5,1971,TA,981,0,981,5,0,2,576,Y,312,Normal,143250
647,Pave,Gtl,NAmes,1Story,5,5,1950,Gd,1048,0,1048,7,0,2,420,Y,27,Normal,98300
648,Pave,Gtl,Edwards,1Story,6,5,1953,Ex,1094,0,1094,5,2,2,495,Y,0,Normal,155000
649,Pave,Gtl,NAmes,2Story,6,5,1966,TA,1051,788,1839,7,1,2,442,Y,124,Normal,155000
650,Pave,Gtl,MeadowV,SFoyer,4,6,1970,Gd,630,0,630,3,0,0,0,Y,0,Normal,84500
651,Pave,Gtl,Somerst,2Story,7,6,2007,Ex,822,843,1665,7,0,2,562,Y,0,Normal,205950
652,Pave,Gtl,Edwards,2Story,4,5,1940,TA,755,755,1510,7,1,1,296,P,0,Normal,108000
653,Pave,Gtl,CollgCr,2Story,7,5,1996,Ex,909,807,1716,7,1,2,512,Y,120,Normal,191000
654,Pave,Gtl,IDOTRR,1.5Fin,6,7,1906,Ex,756,713,1469,7,0,1,216,Y,0,Normal,135000
655,Pave,Gtl,NoRidge,1Story,8,6,1995,Ex,2113,0,2113,7,1,3,839,Y,46,Normal,350000
656,Pave,Gtl,BrDale,2Story,6,5,1971,TA,525,567,1092,6,0,1,264,Y,0,Family,88000
657,Pave,Gtl,NAmes,1Story,5,7,1959,Ex,1053,0,1053,5,0,1,312,Y,0,Normal,145500
658,Pave,Mod,Crawfor,2Story,7,6,1931,TA,851,651,1502,6,1,1,270,P,0,Normal,149000
659,Pave,Gtl,NAmes,1.5Fin,6,5,1948,TA,912,546,1458,6,1,1,330,Y,0,Abnorml,97500
660,Pave,Gtl,Edwards,1Story,5,7,1964,Ex,1486,0,1486,7,0,2,480,Y,0,Normal,167000
661,Pave,Gtl,NWAmes,2Story,7,7,1976,TA,1142,793,1935,7,1,2,550,Y,113,Normal,197900
662,Pave,Gtl,NoRidge,2Story,8,7,1994,Ex,1686,762,2448,8,1,3,711,Y,76,Normal,402000
663,Pave,Gtl,NAmes,1Story,6,3,1968,Gd,1392,0,1392,5,2,2,576,Y,0,Normal,110000
664,Pave,Gtl,Edwards,SFoyer,4,5,1972,TA,1181,0,1181,6,0,2,588,Y,0,Normal,137500
665,Pave,Gtl,Somerst,1Story,8,5,2005,Ex,2097,0,2097,8,1,3,1134,Y,267,Partial,423000
666,Pave,Gtl,Gilbert,2Story,8,5,2000,Ex,1454,482,1936,7,1,2,504,Y,124,Normal,230500
667,Pave,Gtl,NAmes,2Story,6,5,1965,TA,1465,915,2380,7,1,2,596,Y,265,Abnorml,129000
668,Pave,Gtl,SawyerW,1Story,6,5,1994,Ex,1679,0,1679,7,1,2,575,Y,42,Normal,193500
669,Pave,Mod,Sawyer,1Story,5,6,1956,Gd,1437,0,1437,6,1,2,576,Y,0,Normal,168000
670,Pave,Gtl,Crawfor,1Story,4,5,1922,Ex,1180,0,1180,5,1,1,252,Y,0,Normal,137500
671,Pave,Gtl,CollgCr,2Story,6,5,2005,Ex,738,738,1476,7,0,2,540,Y,35,Normal,173500
672,Pave,Gtl,Edwards,2Story,6,6,1925,TA,697,672,1369,6,0,1,300,Y,0,Normal,103600
673,Pave,Gtl,Veenker,1Story,6,6,1977,TA,1208,0,1208,6,1,2,546,Y,42,Normal,165000
674,Pave,Gtl,Crawfor,1Story,6,7,1957,Ex,1839,0,1839,7,2,2,416,Y,87,Normal,257500
675,Pave,Gtl,NAmes,1Story,6,6,1965,TA,1136,0,1136,5,1,1,384,Y,0,Normal,140000
676,Pave,Gtl,NPkVill,2Story,6,6,1978,TA,855,586,1441,7,1,2,440,Y,0,Normal,148500
677,Pave,Gtl,OldTown,2Story,4,2,1900,Fa,1095,679,1774,8,0,3,779,N,0,Normal,87000
678,Pave,Gtl,OldTown,1Story,5,8,1924,Ex,792,0,792,5,0,1,240,N,0,Normal,109500
679,Pave,Gtl,StoneBr,1Story,8,5,2008,Ex,2046,0,2046,7,1,3,834,Y,82,Partial,372500
680,Pave,Gtl,Sawyer,1Story,5,5,1961,TA,988,0,988,5,0,2,572,Y,0,Normal,128500
681,Pave,Gtl,SawyerW,1Story,6,5,1980,TA,923,0,923,5,1,1,264,Y,0,Normal,143000
682,Pave,Gtl,SWISU,1.5Fin,5,5,1932,Ex,848,672,1520,6,0,1,281,Y,0,Abnorml,159434
683,Pave,Gtl,ClearCr,1Story,6,5,1996,Ex,1291,0,1291,6,1,2,431,Y,0,Normal,173000
684,Pave,Gtl,CollgCr,1Story,9,5,2002,Ex,1668,0,1668,7,1,3,702,Y,45,Normal,285000
685,Pave,Gtl,NoRidge,2Story,7,5,1998,Gd,1195,644,1839,7,0,2,486,Y,81,Normal,221000
686,Pave,Gtl,StoneBr,2Story,7,5,1984,Gd,1190,900,2090,6,1,2,577,Y,0,Normal,207500
687,Pave,Gtl,Somerst,2Story,7,6,2007,Ex,874,887,1761,7,0,2,578,Y,105,Partial,227875
688,Pave,Gtl,Somerst,2Story,7,5,2004,Ex,551,551,1102,4,0,2,480,Y,60,Normal,148800
689,Pave,Gtl,StoneBr,1Story,8,6,2007,Ex,1419,0,1419,7,1,2,567,Y,0,Partial,392000
690,Pave,Gtl,NridgHt,1Story,6,5,2005,Ex,1362,0,1362,6,1,2,460,Y,28,Normal,194700
691,Pave,Gtl,CollgCr,1Story,6,5,2004,Ex,848,0,848,3,1,2,420,Y,0,Normal,141000
692,Pave,Gtl,NoRidge,2Story,10,6,1994,Ex,2444,1872,4316,10,2,3,832,Y,50,Normal,755000
693,Pave,Mod,Timber,2Story,7,5,1989,Ex,1238,1281,2519,9,2,2,628,Y,27,Normal,335000
694,Pave,Sev,OldTown,1Story,5,6,1921,Ex,1073,0,1073,4,0,1,326,Y,0,Abnorml,108480
695,Pave,Gtl,BrkSide,1.5Fin,5,6,1936,TA,1067,472,1539,5,0,2,576,Y,0,Normal,141500
696,Pave,Gtl,Timber,1Story,6,6,1987,Gd,1137,0,1137,5,1,2,551,Y,0,Normal,176000
697,Pave,Gtl,BrkSide,1Story,5,7,1921,Gd,616,0,616,4,0,1,205,Y,0,Normal,89000
698,Pave,Gtl,Edwards,1Story,5,7,1952,Fa,1148,0,1148,6,0,1,308,Y,0,Normal,123500
